                   ,WHO Region,WHO Region.1,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficay,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch
Guinea-Bissau,AFR,"1,770,526",5523.1,1980.7,0.1,0.4,0.9,151.3,443.4,1706.6,90.0,12.6,106.4,3.2,"158,512","831,768",73.50%,73.50%, , ,100.00%,100.00%,49.41%,49.41%,"554,035.00","429,437",77.51%,77.51%,8.73%,7.04%,0.44%,2.19%,7.19%,20.20%,25.52%,5.47%,6.59%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,133.1218707,,,,,,,,,,
Guyana,AMR,"768,514",2299.8,0.0,0.1,0.4,1.4,1.1,3.4,16.5,4.5,6.0,19.2,0,"62,99","437,965",60.89%,60.89%,,0.25%,68.96%,68.96%,55.39%,55.39%,,,,75.74%,8.64%,0.00%,0.00%,1.84%,5.97%,0.78%,0.96%,7.66%,9.02%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,53.16251136,170.2067761,,,,,,,,,,
Haiti,AMR,"10,711,061",25061.4,0.0,1.4,9.0,52.5,197.2,561.9,2790.8,264.7,128.8,577.3,0,"541,57","2,838,735",50.91%,50.91%,,0.25%,11.79%,11.79%,24.16%,24.16%,,,,75.74%,4.68%,0.00%,0.00%,2.21%,7.34%,6.85%,8.72%,12.80%,15.47%,0.00%,9.20%,9.20%,11.40%,11.40%,75.75%,75.75%,,92.0%,45.60%,45.60%,,60.00%,79.60%,79.60%,92.00%,92.00%,,17.20%,97.64%,97.64%,,76.90%,100.00%,100.00%,,37.34%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,72.2237673,735.8189181,,,,,,,,,,
Honduras,AMR,"8,960,829",0.0,0.0,24.1,138.2,1010.2,26.0,79.6,436.8,378.4,636.4,2693.1,0,,,,64.51%,,0.25%,57.28%,57.28%,54.90%,54.90%,,,,75.74%,0.00%,0.00%,0.00%,2.97%,9.41%,1.27%,1.55%,23.53%,27.20%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Hungary,EUR,"9,843,028",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Iceland,EUR,"330,815",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
India,SEA,"1,309,053,980",96265.9,0.0,845.4,6575.4,22957.9,6711.7,25830.7,116914.4,24186.4,47118.7,144406.6,0,"14,814,234","172,239,772",41.10%,41.10%,,28.06%,100.00%,100.00%,100.00%,100.00%,,,,71.92%,1.09%,0.00%,0.00%,2.52%,8.37%,2.09%,2.64%,9.40%,11.41%,0.00%,37.30%,37.30%,44.63%,44.63%,14.00%,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,,71.33%,,20.50%,66.00%,66.00%,,100.00%,,84.80%,,78.08%,1,1,0,0,1100,MDA1,IVM+ALB,,lf+onch,,64.28441543,,,,,,,,,,0
Indonesia,SEA,"258,162,113",169889.7,186.3,134.8,1100.3,7468.5,654.9,3004.3,19126.5,5441.7,11174.9,34237.8,0,"11,298,547","39,726,828",78.22%,78.22%,28.06%,28.06%,115.70%,115.70%,102.12%,102.12%,,,,71.92%,4.50%,0.00%,0.00%,4.34%,14.22%,2.12%,2.64%,13.41%,15.79%,0.00%,,47.82%,72.00%,72.00%,,14.00%,,94.9%,66.70%,66.70%,,37.87%,,59.76%,,71.33%,,20.50%,,83.00%,,100.00%,,84.80%,,78.08%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,939.7332994,67.615,,,,,,,,,
Iran,EMR,"79,360,487",0.0,27.4,0.0,0.0,0.1,30.8,59.0,494.3,42.4,61.5,244.9,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.00%,0.00%,1.06%,3.40%,0.28%,0.35%,1.89%,2.20%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Iraq,EMR,"36,115,649",0.0,6125.3,0.0,0.3,1.8,50.4,194.4,577.0,30.3,23.2,61.5,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,1.88%,0.13%,1.29%,4.19%,0.75%,0.94%,3.16%,3.76%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,95.50%,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Ireland,EUR,"4,676,835",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Israel,EUR,"8,380,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Italy,EUR,"60,730,582",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Jamaica,AMR,"2,871,934",0.0,0.0,6.0,59.5,259.0,4.5,18.5,122.9,6.4,10.1,35.4,0,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,0.00%,0.00%,0.00%,1.44%,4.65%,1.38%,1.69%,1.22%,1.42%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Japan,WPR,"127,141,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,53.23%,,78.35%,,35.94%,,53.47%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Jordan,EMR,"9,159,302",0.0,122.2,0.1,0.8,5.2,7.1,16.4,103.7,18.5,33.8,118.3,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.10%,0.01%,1.03%,3.32%,0.29%,0.36%,1.91%,2.24%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Kazakhstan,EUR,"17,544,126",0.0,0.0,0.0,0.0,0.0,4.1,28.3,164.2,21.7,40.8,127.6,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,1.33%,4.13%,0.82%,0.98%,1.07%,1.23%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Kenya,AFR,"47,236,259",618.2,58707.4,35.4,250.5,1201.2,642.2,2289.4,10316.7,1202.3,893.6,3227.0,0,"81,119","3,017,897",78.04%,78.04%,23.55%,23.55%,54.05%,54.05%,71.22%,71.22%, , ,,65.07%,0.17%,14.89%,2.94%,1.66%,5.57%,3.90%,4.99%,2.98%,3.66%,0.00%,51.85%,51.85%,53.70%,53.70%,,29.43%,,93%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,75.80%,75.80%,85.50%,85.50%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,0.3203385993,16463.57,,,,,,,,,
Kiribati,WPR,"112,407",0.0,0.0,3.6,40.5,110.4,0.4,1.3,5.6,0.8,0.3,1.3,0,241.6512, , , ,,78.35%,,35.94%,,53.47%,,,,71.92%,1.76%,0.00%,0.00%,4.69%,15.30%,1.26%,1.58%,17.70%,21.21%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Kuwait,EMR,"3,935,794",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Kyrgyzstan,EUR,"5,956,900",0.0,0.0,0.0,0.0,0.0,9.2,20.2,95.9,36.9,82.4,229.8,0,,,,66.49%,,53.02%,,FALSE,100.00%,100.00%,,,,71.92%,0.00%,0.00%,0.00%,1.76%,5.67%,1.07%,1.33%,3.78%,4.49%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Lao People's Democratic Republic,WPR,"6,663,967",102.2,1011.9,41.7,89.8,864.8,101.6,314.9,1874.0,431.7,155.7,898.6,0,"3,72","130,099",86.85%,86.85%,80.40%,80.40%,1.95%,1.95%,94.63%,94.63%,,,,71.92%,0.06%,0.01%,0.00%,4.58%,14.93%,5.78%,7.22%,4.00%,4.74%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,33.30%,33.30%,27.90%,27.90%,,65.10%,36.00%,36.00%,17.60%,17.60%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,0.02695628895,3257.648,,,,,,,,,
Latvia,EUR,"1,977,527",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Lebanon,EMR,"5,851,479",0.0,2.9,0.0,0.0,0.0,1.8,4.1,34.7,0.6,0.7,1.9,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.00%,0.00%,0.95%,3.03%,0.36%,0.43%,1.70%,1.97%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Lesotho,AFR,"2,174,645",0.0,0.0,0.5,3.0,16.9,45.1,177.4,1030.5,6.4,4.9,16.4,0,,,,62.28%,,51.41%,78.92%,78.92%,81.03%,81.03%,,,,65.07%,0.00%,0.00%,0.00%,1.95%,6.36%,6.31%,7.87%,2.12%,2.51%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Liberia,AFR,"4,499,621",17087.4,11160.1,1.2,7.7,36.4,182.3,622.2,2326.8,958.5,325.5,1694.9,51830.9,"491,446","2,002,850",84.03%,84.03%,15.48%,15.48%,100.00%,100.00%,94.22%,94.22%,"2,575,431.00","2,165,520.00",84.08%,84.08%,10.56%,27.71%,5.67%,4.38%,14.40%,9.66%,12.21%,19.54%,23.49%,18.72%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,92.59%,92.59%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,593.0678764,1711.59,,,,,,,,,
Libya,EMR,"6,234,955",0.0,9462.8,0.3,2.0,7.5,2.4,6.5,26.6,5.5,5.5,17.8,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,20.19%,1.83%,0.84%,2.70%,0.36%,0.44%,0.68%,0.80%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Lithuania,EUR,"2,904,910",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Luxembourg,EUR,"569,604",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Madagascar,AFR,"24,234,088",21820.6,21270.5,93.2,358.0,2446.7,2370.4,7132.7,35069.9,2985.3,1106.7,6538.8,0,"873,275",0,0,0.00%,46.87%,46.87%,100.00%,100.00%,45.27%,45.27%,,,,65.07%,3.42%,7.03%,1.65%,2.15%,7.08%,20.04%,25.36%,6.51%,7.85%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,14335.415,,,,,,,,,0
Malawi,AFR,"17,573,607",0.0,11238.7,0.0,0.1,0.2,204.4,657.9,2701.5,276.6,67.7,382.7,7519.1,2532.99, , , ,44.50%,44.50%,91.51%,91.51%,74.96%,74.96%,"2,284,986.00","1,955,721.00",85.59%,85.59%,1.23%,4.27%,1.06%,2.21%,7.26%,2.87%,3.63%,3.95%,4.75%,0.64%,,31.23%,,40.00%,,29.43%,,97.40%,,38.16%,,48.59%,,47.18%,92.30%,92.30%,98.20%,98.20%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,,PZQ,schist only,,,8597.684,,,,,,,,,
Malaysia,WPR,"30,723,155",44.8,0.0,148.6,1386.8,10539.6,28.0,137.8,806.9,197.1,589.0,2485.5,0,615,"27,344",89.24%,89.24%,,78.35%,,35.94%,,53.47%,,,,71.92%,0.00%,0.00%,0.00%,4.07%,12.88%,0.61%,0.74%,4.31%,4.95%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,97.40%,97.40%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,0.001383602601,0.0004753915457,,,,,,,,,,
Maldives,SEA,"409,163",0.0,0.0,0.0,0.0,0.0,0.1,0.7,6.4,0.2,0.1,0.3,0,,,,72.21%,,28.06%,,93.73%,,89.43%,,,,71.92%,0.00%,0.00%,0.00%,4.76%,15.22%,0.95%,1.17%,5.35%,6.28%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,,71.33%,,20.50%,,83.00%,,100.00%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Mali,AFR,"17,467,905",63957.0,16187.3,0.3,0.4,6.5,728.5,2206.3,7563.1,2056.5,96.4,2167.5,92,"1,275,49","1,731,545",73.91%,73.91%,55.99%,55.99%,,76.05%,,68.22%,"5,737,454.00","4,474,931.00",78.00%,78.00%,6.42%,4.39%,1.01%,2.97%,9.86%,6.58%,8.40%,20.39%,24.81%,0.00%,,31.23%,,40.00%,,29.43%,,97.60%,,38.16%,,48.59%,,47.18%,83.80%,83.80%,37.15%,37.15%,,90.67%,,84.83%,,69.60%,98.00%,98.00%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,1140.920284,19503.897,,,,,,,,,
Malta,EUR,"431,874",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Marshall Islands,WPR,"52,994",7.6,0.0,0.8,7.6,23.4,0.4,1.5,7.1,0.2,0.2,0.5,0,138.46831,,,53.23%,,78.35%,,35.94%,,53.47%,,,,71.92%,1.90%,0.00%,0.00%,3.76%,12.38%,2.56%,3.23%,4.87%,5.84%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Mauritania,AFR,"4,182,341",0.0,2006.5,0.0,0.3,0.9,81.8,212.5,864.6,29.0,8.4,39.8,0,,,,62.28%,32.01%,32.01%,,76.05%,,68.22%,,,,65.07%,0.00%,5.08%,0.62%,1.76%,5.86%,7.40%,9.50%,4.12%,5.04%,0.00%,,31.23%,,40.00%,,29.43%,,89.20%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,,PZQ,schist only,,,801.872,,,,,,,,,
Mauritius,AFR,"1,262,605",0.0,3165.2,0.0,0.0,0.0,0.3,1.6,17.0,0.3,0.1,0.9,0.00E+00,,,,62.28%,,51.41%,,76.05%,,68.22%,,,,65.07%,0.00%,29.39%,4.97%,4.23%,13.48%,0.59%,0.71%,5.43%,6.22%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,,PZQ,schist only,,,2503.259,,,,,,,,,
Mexico,AMR,"125,890,949",0.0,0.0,138.5,990.1,4354.1,78.8,229.7,1974.5,1648.3,3495.7,10383.0,0.00E+00,,,,64.51%,,0.25%,76.60%,76.60%,62.84%,62.84%, , ,,75.74%,0.00%,0.00%,0.00%,2.39%,7.60%,0.83%,1.01%,15.82%,18.17%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Micronesia (Federated States of),WPR,"104,433",134.5,0.0,,,,0.9,3.9,18.1,2.3,4.3,13.9,0,"3,37","26,208",50.65%,50.65%,,78.35%,24.76%,24.76%,24.76%,24.76%,,,,71.92%,3.26%,0.00%,0.00%,1.42%,4.58%,,,,,,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,2.214924145,1.017795434,,,,,,,,,,
Monaco,EUR,"38,307",,,,,,,,,,,,,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,,,,,,,,,,,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Mongolia,WPR,"2,976,877",0.0,0.0,0.0,0.0,0.0,8.0,23.1,175.2,0.0,0.0,0.0,0,,,,53.23%,,78.35%,,35.94%,,53.47%,,,,71.92%,0.00%,0.00%,0.00%,1.43%,4.51%,2.76%,3.36%,3.27%,3.80%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Montenegro,EUR,"622,159",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Montserrat,AMR,"5,012",,,,,,,,,,,,,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,,,,,,,,,,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Morocco,EMR,"34,803,322",0.0,1740.7,2.0,14.6,54.4,24.6,64.5,290.8,85.5,179.4,505.9,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.36%,0.02%,1.34%,4.37%,0.56%,0.70%,5.03%,5.94%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,2579.234,,,,,,,,,0
